Data	Line4_E80_F-20
Recipe	GS_CALIBRATION_POLYTEC
Site Name	
Points	4466
X-Resolution	0.200000
X-Coord	-37877.17
Y-Coord	-9749.43
	       Raw	Intermediate	    Normal	 Roughness	  Waviness
224	   -7322.2	  -1002.42	  -262.364	  -262.364	  -262.364
225	  -7325.02	  -1005.24	  -262.234	  -262.234	  -262.234
226	  -7331.98	   -1012.2	  -263.055	  -263.055	  -263.055
227	  -7335.17	  -1015.39	  -264.391	  -264.391	  -264.391
228	  -7340.76	  -1020.98	   -266.04	   -266.04	   -266.04
229	  -7344.58	   -1024.8	  -268.175	  -268.175	  -268.175
230	  -7351.66	  -1031.88	  -270.827	  -270.827	  -270.827
231	  -7360.15	  -1040.37	  -273.565	  -273.565	  -273.565
232	   -7363.1	  -1043.32	  -276.023	  -276.023	  -276.023
233	  -7369.36	  -1049.58	  -278.442	  -278.442	  -278.442
234	  -7374.07	  -1054.29	  -281.225	  -281.225	  -281.225
235	   -7382.7	  -1062.92	  -284.216	  -284.216	  -284.216
236	  -7390.66	  -1070.88	  -286.915	  -286.915	  -286.915
237	  -7390.62	  -1070.84	  -289.635	  -289.635	  -289.635
238	  -7397.27	  -1077.49	  -293.469	  -293.469	  -293.469
239	   -7411.2	  -1091.42	   -298.44	   -298.44	   -298.44
240	  -7419.96	  -1100.18	  -303.127	  -303.127	  -303.127
241	  -7424.77	  -1104.99	  -306.534	  -306.534	  -306.534
242	  -7428.95	  -1109.17	  -309.026	  -309.026	  -309.026
243	  -7434.83	  -1115.05	  -311.363	  -311.363	  -311.363
244	  -7441.48	   -1121.7	  -313.694	  -313.694	  -313.694
245	  -7447.39	  -1127.61	  -315.642	  -315.642	  -315.642
246	  -7451.35	  -1131.57	  -317.056	  -317.056	  -317.056
247	  -7453.59	  -1133.81	  -318.348	  -318.348	  -318.348
248	  -7460.61	  -1140.83	  -320.022	  -320.022	  -320.022
249	  -7465.24	  -1145.46	  -322.306	  -322.306	  -322.306
250	  -7470.63	  -1150.85	  -325.519	  -325.519	  -325.519
251	  -7478.26	  -1158.48	  -330.213	  -330.213	  -330.213
252	  -7487.25	  -1167.47	   -336.47	   -336.47	   -336.47
253	  -7503.48	   -1183.7	  -343.192	  -343.192	  -343.192
254	  -7512.17	  -1192.39	  -348.798	  -348.798	  -348.798
255	  -7514.64	  -1194.86	  -352.792	  -352.792	  -352.792
256	  -7523.87	  -1204.09	  -355.591	  -355.591	  -355.591
257	  -7529.77	  -1209.99	  -357.426	  -357.426	  -357.426
258	  -7530.24	  -1210.46	  -358.894	  -358.894	  -358.894
259	  -7533.12	  -1213.34	  -361.358	  -361.358	  -361.358
260	  -7545.22	  -1225.44	  -365.324	  -365.324	  -365.324
261	  -7556.19	  -1236.41	  -369.555	  -369.555	  -369.555
262	  -7559.81	  -1240.03	   -372.87	   -372.87	   -372.87
263	  -7563.16	  -1243.38	  -375.676	  -375.676	  -375.676
264	  -7570.35	  -1250.57	  -378.836	  -378.836	  -378.836
265	  -7580.44	  -1260.66	  -381.919	  -381.919	  -381.919
266	  -7587.76	  -1267.98	  -383.669	  -383.669	  -383.669
267	   -7585.4	  -1265.62	  -384.239	  -384.239	  -384.239
268	  -7584.82	  -1265.04	  -385.667	  -385.667	  -385.667
269	  -7598.04	  -1278.26	   -389.13	   -389.13	   -389.13
270	  -7610.21	  -1290.43	  -393.101	  -393.101	  -393.101
271	  -7614.45	  -1294.67	  -395.529	  -395.529	  -395.529
272	  -7613.69	  -1293.91	  -396.565	  -396.565	  -396.565
273	  -7617.06	  -1297.28	  -398.005	  -398.005	  -398.005
274	  -7625.78	     -1306	  -400.872	  -400.872	  -400.872
275	  -7634.75	  -1314.97	  -404.642	  -404.642	  -404.642
276	  -7641.31	  -1321.53	   -408.64	   -408.64	   -408.64
277	  -7645.19	  -1325.41	  -413.206	  -413.206	  -413.206
278	  -7656.37	  -1336.59	  -418.832	  -418.832	  -418.832
279	  -7669.86	  -1350.08	   -424.77	   -424.77	   -424.77
280	   -7677.3	  -1357.52	  -429.637	  -429.637	  -429.637
281	  -7682.06	  -1362.28	  -433.023	  -433.023	  -433.023
282	  -7687.01	  -1367.23	  -435.665	  -435.665	  -435.665
283	  -7692.83	  -1373.05	  -438.449	  -438.449	  -438.449
284	  -7699.56	  -1379.78	  -441.849	  -441.849	  -441.849
285	   -7707.4	  -1387.62	  -446.092	  -446.092	  -446.092
286	  -7713.32	  -1393.54	  -451.279	  -451.279	  -451.279
287	  -7727.01	  -1407.23	  -456.762	  -456.762	  -456.762
288	  -7738.29	  -1418.51	  -461.084	  -461.084	  -461.084
289	  -7737.32	  -1417.54	  -463.731	  -463.731	  -463.731
290	  -7741.87	  -1422.09	   -466.04	   -466.04	   -466.04
291	  -7749.04	  -1429.26	  -469.539	  -469.539	  -469.539
292	   -7758.5	  -1438.72	  -474.545	  -474.545	  -474.545
293	  -7768.41	  -1448.63	  -480.517	  -480.517	  -480.517
294	  -7777.87	  -1458.09	  -486.739	  -486.739	  -486.739
295	  -7789.16	  -1469.38	  -492.511	  -492.511	  -492.511
296	  -7796.58	   -1476.8	  -497.479	  -497.479	  -497.479
297	  -7801.17	  -1481.39	  -502.083	  -502.083	  -502.083
298	  -7810.08	   -1490.3	  -506.848	  -506.848	  -506.848
299	  -7823.31	  -1503.53	  -511.229	  -511.229	  -511.229
300	  -7827.19	  -1507.41	  -514.529	  -514.529	  -514.529
301	  -7827.04	  -1507.26	  -517.726	  -517.726	  -517.726
302	  -7837.14	  -1517.36	  -522.628	  -522.628	  -522.628
303	  -7850.32	  -1530.54	  -529.598	  -529.598	  -529.598
304	  -7862.09	  -1542.31	  -537.491	  -537.491	  -537.491
305	  -7874.03	  -1554.25	  -545.179	  -545.179	  -545.179
306	  -7882.77	  -1562.99	  -552.409	  -552.409	  -552.409
307	  -7892.59	  -1572.81	  -559.598	  -559.598	  -559.598
308	  -7903.84	  -1584.06	  -567.025	  -567.025	  -567.025
309	  -7916.42	  -1596.64	  -574.279	  -574.279	  -574.279
310	  -7926.74	  -1606.96	   -580.76	   -580.76	   -580.76
311	  -7931.96	  -1612.18	  -586.636	  -586.636	  -586.636
312	  -7941.82	  -1622.04	  -592.645	  -592.645	  -592.645
313	  -7953.73	  -1633.95	  -598.923	  -598.923	  -598.923
314	  -7963.03	  -1643.25	  -604.941	  -604.941	  -604.941
315	  -7970.88	   -1651.1	  -610.642	  -610.642	  -610.642
316	  -7976.99	  -1657.21	  -616.848	  -616.848	  -616.848
317	  -7989.71	  -1669.93	  -624.206	  -624.206	  -624.206
318	  -8005.08	   -1685.3	  -632.364	  -632.364	  -632.364
319	  -8011.84	  -1692.06	  -640.966	  -640.966	  -640.966
320	  -8024.48	   -1704.7	  -650.456	  -650.456	  -650.456
321	   -8041.6	  -1721.82	  -661.028	  -661.028	  -661.028
322	  -8055.76	  -1735.98	  -672.117	  -672.117	  -672.117
323	   -8069.1	  -1749.32	  -683.304	  -683.304	  -683.304
324	  -8083.19	  -1763.41	  -694.401	  -694.401	  -694.401
325	  -8102.52	  -1782.74	  -704.769	  -704.769	  -704.769
326	     -8111	  -1791.22	  -714.175	  -714.175	  -714.175
327	  -8117.67	  -1797.89	  -724.312	  -724.312	  -724.312
328	  -8134.42	  -1814.64	  -737.403	  -737.403	  -737.403
329	  -8160.11	  -1840.33	  -752.985	  -752.985	  -752.985
330	  -8186.38	   -1866.6	  -767.793	  -767.793	  -767.793
331	  -8193.99	  -1874.21	  -779.542	  -779.542	  -779.542
332	  -8201.91	  -1882.13	    -789.4	    -789.4	    -789.4
333	  -8217.36	  -1897.58	  -799.867	  -799.867	  -799.867
334	  -8232.84	  -1913.06	  -811.983	  -811.983	  -811.983
335	  -8251.36	  -1931.58	   -825.22	   -825.22	   -825.22
336	  -8269.53	  -1949.75	  -838.871	  -838.871	  -838.871
337	  -8282.02	  -1962.24	  -853.234	  -853.234	  -853.234
338	  -8300.75	  -1980.97	  -869.117	  -869.117	  -869.117
339	  -8328.85	  -2009.07	  -886.063	  -886.063	  -886.063
340	   -8347.5	  -2027.72	  -902.819	  -902.819	  -902.819
